country,state,abbv,county,city,address,zipcode,loc_no,name,cer_no,date_cer,ownership,lrd,ncs,pts,sps,hhas,sq,sqr
United States,Florida,FL,Pinellas,CLEARWATER,2420 ENTERPRISE RD STE 106,33763,26002,EMERALD HOME HEALTH CARE SERVICES LLC,108455,2007-08-15,Proprietary,2009-08-15,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Pinellas,CLEARWATER,2725 PARK DRIVE SUITE 3,33763,26002,MAXIMUM HOME HEALTH CARE INCORPORATED,109215,2009-03-18,Proprietary,2011-03-18,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Pinellas,LARGO,1030 WEST BAY DR STE 101,33770,29127,BROOKDALE HOME HEALTH SEMINOLE,108467,2007-10-09,Proprietary,2009-10-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Pinellas,LARGO,2401 W BAY DR STE 305,33770,29127,BEST CARE PROVIDERS,687012,2015-12-03,Proprietary,2015-12-03,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Polk,WINTER HAVEN,70 FOURTH ST NW,33881,35427,INFINITY HOME CARE OF LAKELAND LLC,108488,2008-03-05,Proprietary,2010-03-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,MIAMI BEACH,300 71ST ST STE 440,33141,30727,CENTURY HOME CARE INC,108498,2008-04-09,Proprietary,2010-04-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Marion,OCALA,2010 NE 14TH STREET BLDG 200,34470,31477,SIGNATURE HOMENOW,109025,2008-06-20,Proprietary,2010-06-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Martin,PALM CITY,3500 SW CORPORATE PKWY STE 205,34990,32302,HEALTH AT HOME,109028,2008-06-28,Proprietary,2010-06-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,MIAMI,4011 W FLAGLER ST  STE 305,33134,30077,ACA HOME HEALTH LLC,109034,2008-07-09,Proprietary,2010-07-09,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,WEST PALM BEACH,8120 BELVEDERE RD STE 5,33411,35252,LIFECARE SOLUTIONS,109022,2008-07-11,Proprietary,2010-07-11,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Florida,FL,Palm Beach,WEST PALM BEACH,2101 VISTA PKWY STE 252,33411,35252,ORTHOPAEDIC HOME HEALTH AND REHABILITATION INC,109276,2009-06-10,Proprietary,2011-06-10,YES,YES,NO,NO,Not Available,
United States,Florida,FL,Palm Beach,WEST PALM BEACH,2101 VISTA PARKWAY SUITE 102,33411,35252,AMICABLE HOME HEALTH CARE INC,103140,2012-10-04,Proprietary,2014-10-04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Seminole,CASSELBERRY,1015 STATE ROAD 436 STE 209,32707,25827,ADVANTAGE HOME HEALTH CARE GENERAL SERVICES INC,109049,2008-07-22,Proprietary,2010-07-22,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Lee,CAPE CORAL,1222 SE 47TH STREET STE 119 & 120,33904,25752,SOUTH BEST HOME CARE INC,109046,2008-07-24,Proprietary,2010-07-24,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Lee,CAPE CORAL,4706 SE 9TH PL STE A,33904,25752,SUNSET HOME HEALTH SERVICES,109719,2011-09-23,Proprietary,2013-09-23,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Lee,CAPE CORAL,1305 SE 47TH TERR,33904,25752,A QUALITY HOME HEALTH 4U INC,683106,2013-06-19,Proprietary,2015-06-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Lee,CAPE CORAL,1411 SE 47TH ST UNIT 7,33904,25752,HOME REHAB EXPRESS,683113,2013-10-05,Proprietary,2015-10-05,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,MIAMI GARDENS,17670 NW 78 AVE   STE 213,33015,30752,PSN HEALTH CARE CORP,109023,2008-07-30,Proprietary,2010-07-30,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,MIAMI GARDENS,6175 NW 167 ST  G30,33015,30752,REALCARE HOME HEALTH INC.,109470,2009-05-28,Proprietary,2011-05-28,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,MIAMI GARDENS,6187 NW 167 ST UNIT H-15,33015,30752,UNITED HOME HEALTH SOLUTIONS INC,109557,2010-08-07,Proprietary,2012-08-07,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,PEMBROKE PINES,18503 PINES BLVD STE 308-H,33029,32652,CAIRO HOME CARE-BROWARD,109030,2008-08-19,Proprietary,2010-08-19,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Collier,NAPLES,10621 AIRPORT PULLING ROAD STE 2,34109,31027,WEST COAST HOME HEALTH CARE AGENCY INC,109033,2008-08-25,Proprietary,2010-08-25,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Florida,FL,Miami-Dade,MIAMI,1330 CORAL WAY STE 204,33145,30202,THE ROADS HOME HEALTH CARE INC,109122,2008-08-27,Proprietary,2010-08-27,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,MIAMI,2828 CORAL WAY SUITE 307,33145,30202,HOME PREFERRED SOLUTION CORP,109591,2010-09-23,Proprietary,2012-09-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Hillsborough,RIVERVIEW,10835 PARK DR,33569,33252,ORIGIN HOME HEALTH CARE,109060,2008-08-30,Proprietary,2010-08-30,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Orange,ORLANDO,4303 VINELAND RD STE F-12,32811,31927,ACUTE HOME HEALTHCARE INC,109032,2008-09-10,Proprietary,2010-09-10,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,MIAMI,10800 BISCAYNE BLVD STE 545,33161,30277,IC QUALITY HEALTH CORP,109053,2008-09-18,Proprietary,2010-09-18,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,MIAMI,5901 NW 151 STREET STE 107,33014,29902,PLATINUMONE HOME HEALTH SERVICES LLC,109064,2008-09-18,Proprietary,2010-09-18,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Jackson,MARIANNA,2491 COMMERCIAL PARK DR,32448,29702,GENTIVA HEALTH SERVICES,109102,2008-09-22,Proprietary,2010-09-22,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Florida,FL,Broward,PEMBROKE PINES,12251 TAFT ST STE 402,33026,32602,SUPRA HOME HEALTH INC,109056,2008-09-23,Proprietary,2010-09-23,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Florida,FL,Broward,PEMBROKE PINES,10794 PINES BLVD STE 201,33026,32602,HOME HEALTH SERVICES OF BROWARD,109377,2009-02-27,Proprietary,2011-02-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Pasco,NEW PORT RICHEY,5435 CHARLES ST,34652,31152,PROVIDENCE HOME CARE OF FLORIDA,109061,2008-09-24,Proprietary,2010-09-24,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Pasco,NEW PORT RICHEY,5838 DAILEY LN,34652,31152,MOBILE PERSONAL SERVICES INC,109333,2009-08-05,Proprietary,2011-08-05,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Pasco,NEW PORT RICHEY,6611 US HWY 19 STE 207,34652,31152,IMPERIUM HEALTHCARE INC.,683172,2015-02-04,Proprietary,2015-02-04,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,DAVIE,12505 ORANGE DR STE 901,33330,26477,UNITED CARE HOME HEALTH SERVICES LLC,109076,2008-10-23,Proprietary,2010-10-23,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,DAVIE,12525 ORANGE DR STE 707,33330,26477,SUNSHINE HOME HEALTH SERVICES INC,103162,2012-10-26,Proprietary,2014-10-26,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,DAVIE,12555 ORANGE DR STE 115,33330,26477,ACCREDITED HOME HEALTH CARE OF BROWARD INC,103193,2013-03-21,Proprietary,2015-03-21,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Calhoun,BLOUNTSTOWN,20452 CENTRAL AVENUE WEST,32424,25227,CARESOUTH HOME HEALTH,109153,2008-11-21,Proprietary,2010-11-21,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,MIAMI,16201 SW 95 AVE STE 112,33157,30252,ABANA HEALTH CARE INC,109089,2008-11-24,Proprietary,2010-11-24,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,MIAMI,15715 S DIXIE HWY STE 307 & 308,33157,30252,MAXIMAL TRUST HEALTH CARE INC,103141,2012-11-05,Proprietary,2014-11-05,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Hillsborough,TAMPA,4319 E 7TH AVE,33605,34327,HAVEN HOME HEALTH CARE,109088,2008-11-25,Proprietary,2010-11-25,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Hillsborough,TAMPA,1407 TAMPA PARK PLAZA,33605,34327,AMERICAN SENIORS ASSOCIATION INC,109203,2009-02-06,Proprietary,2011-02-06,YES,YES,NO,NO,Not Available,
United States,Florida,FL,Miami-Dade,DORAL,10620 NW 27 STREET UNIT D-201,33172,26877,AMC HOME HEALTH INC,109105,2008-12-03,Proprietary,2010-12-03,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,DORAL,2666 NW 97TH AVENUE,33172,26877,WB HEALTH CARE SERVICES INC,109744,2011-12-23,Proprietary,2013-12-23,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,HOMESTEAD,190 NW 14TH ST,33033,28077,HOUSE CALL HOME HEALTH AGENCY CORP,109225,2008-12-05,Proprietary,2010-12-05,YES,YES,YES,YES,Not Available,
United States,Florida,FL,,ZEPHYRHILLS,5343 6TH STREET,33542,35552,COMPASSIONATE HOME CARE INC,109139,2008-12-17,Proprietary,2010-12-17,YES,YES,YES,YES,Not Available,
United States,Florida,FL,,ZEPHYRHILLS,38332 DAUGHTERY RD,33542,35552,MISSION HOME CARE INC,109614,2010-10-26,Proprietary,2012-10-26,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Marion,SUMMERFIELD,15600 S US HIGHWAY 441 STE B,34491,34002,BETTER LIFE HOME HEALTH,109154,2009-01-05,Proprietary,2011-01-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Marion,SUMMERFIELD,17820 SE 109TH AVE STE 107C,34491,34002,CROWN HOME HEALTH CARE INC,683176,2015-03-16,Proprietary,2015-03-16,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,POMPANO BEACH,3880 COCONUT CREEK PKWY STE 202,33066,32977,HOMEWOOD HOME HEALTH LLC,109224,2009-01-05,Proprietary,2011-01-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,BAL HARBOUR,9801 COLLINS AVE STE 105,33154,25127,BEATRIZ HOME HEALTH CARE INC,109167,2009-01-15,Proprietary,2011-01-15,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Palm Beach,NORTH PALM BEACH,721 US HWY 1 STE 220,33408,31402,SKILLED CARE INC.,109127,2009-01-17,Proprietary,2011-01-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Pasco,WESLEY CHAPEL,2253 GREEN HEDGES WAY SUITE 102,33544,35077,HOME HEALTH CONNECTION INC,109141,2009-02-11,Proprietary,2011-02-11,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Pasco,WESLEY CHAPEL,27661 CASHFORD CIRCLE STE 102,33544,35077,ADVANCED HOME HEALTH INC,683148,2014-08-14,Proprietary,2016-08-14,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,HIALEAH,5190 NW 167TH ST STE 306,33014,27777,MARILU HOME HEALTH CARE INC,109180,2009-02-11,Proprietary,2011-02-11,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Miami-Dade,CORAL GABLES,2260 SW 8TH ST STE 300,33135,26127,T & A HOME HEALTH CARE INC,109218,2009-02-19,Proprietary,2011-02-19,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,VIRGINIA GARDENS,6501 NW 36ST STE 307A,33166,35002,MARTINS FLORIDA ELDER CARE INC,109181,2009-02-27,Proprietary,2011-02-27,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Miami-Dade,VIRGINIA GARDENS,6595 NW 36 ST # 100,33166,35002,NISSI HOME HEALTH SERVICES INC,109792,2012-05-04,Proprietary,2014-05-04,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Miami-Dade,DORAL,7270 NW 12TH ST STE 800,33126,26827,INTEGRITY HEALTH SERVICES,109257,2009-03-09,Proprietary,2011-03-09,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Santa Rosa,NAVARRE,7552 NAVARRE PARKWAY UNIT 4,32566,31102,COMPREHENSIVE HOME CARE OF NORTHWEST FLORIDA INC,109207,2009-03-28,Proprietary,2011-03-28,YES,YES,NO,NO,Not Available,
United States,Florida,FL,Broward,LAUDERDALE LAKES,4850 N STATE RD 7 UNIT G STE 103,33319,29277,ALL COUNTY HEALTH CARE INC,109250,2009-03-28,Proprietary,2011-03-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,LAUDERDALE LAKES,3500 N SR 7 SUITE 202,33319,29277,ACCLAIM HOME CARE SERVICES INC,109708,2011-08-03,Proprietary,2013-08-03,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Orange,ORLANDO,5575 S SEMORAN BLVD STE 38,32822,32052,MARIA HOME HEALTH SERVICES INC,109332,2009-05-28,Proprietary,2011-05-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,CORAL SPRINGS,7401 WILES RD  STE 136,33067,26177,HOME CARE PROFESSIONALS LLC,109396,2009-06-20,Proprietary,2011-06-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Lee,CAPE CORAL,114 DEL PRADO BLVD S STE 200,33990,25777,ADVANCE CARE HOME HEALTH AGENCY INC,109286,2009-06-23,Proprietary,2011-06-23,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Lee,CAPE CORAL,1443 DEL PRADO BLVD S STE D,33990,25777,QUALITY LIFE HOME HEALTH AGENCY CORP,109603,2010-10-26,Proprietary,2012-10-26,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,HIALEAH GARDENS,12901 W OKEECHOBEE RD #10,33018,27902,HEAVENLY HOME HEALTH AGENCY CORP,109454,2009-07-15,Proprietary,2011-07-15,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Miami-Dade,HIALEAH GARDENS,11890 NW 87 COURT BAY 4,33018,27902,ROYAL CARE HOME HEALTH SERVICES INC,109638,2011-02-03,Proprietary,2013-02-03,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,OAKLAND PARK,211 NE 44TH ST,33334,31452,CARE ON CALL HOME HEALTHCARE INC.,109297,2009-07-17,Proprietary,2011-07-17,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Florida,FL,Palm Beach,WEST PALM BEACH,1401 FORUM WAY #740,33401,35152,CONFIDENT CARE OF FLORIDA CORP,109400,2009-07-28,Proprietary,2011-07-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,WEST PALM BEACH,1555 PALM BEACH LAKES BLVD STE 404,33401,35152,HAVEN HOME HEALTH CARE,103153,2012-12-27,Proprietary,2014-12-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,WEST PALM BEACH,1665 PALM BEACH LAKES BLVD STE 500,33401,35152,SENIORBRIDGE FAMILY COMPANIES (FL) INC,683151,2014-08-26,Proprietary,2016-08-26,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Collier,NAPLES,5644 TAVILLA CIRCLE STE 204,34110,31052,UNITED NURSING SERVICES,109371,2009-07-31,Proprietary,2011-07-31,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Collier,NAPLES,5621 STRAND BLVD STE 101,34110,31052,HAVEN HOME HEALTH CARE,687018,2016-05-03,Proprietary,2016-05-03,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Polk,LAKELAND,4310 SOUTH FLORIDA AVENUE SUITE 102,33813,29027,PATHWAYS HOME HEALTH,109441,2009-08-20,Proprietary,2011-08-20,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Polk,LAKELAND,180 FITZGERALD RD STE 1,33813,29027,ENCOMPASS HOME HEALTH OF FLORIDA,109713,2011-08-31,Proprietary,2013-08-31,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,SUNRISE,6299 W SUNRISE BLVD STE 201,33313,34052,P & M HOME HEALTH SERVICES LLC,109335,2009-08-25,Proprietary,2011-08-25,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,MIRAMAR,8910 MIRAMAR PKWY STE 310,33025,30902,PROFESSIONAL NURSES HOMECARE INC.,109349,2009-08-25,Proprietary,2011-08-25,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,MIRAMAR,3600 RED RD STE 303,33025,30902,PRIMARY MEDICAL STAFFING INC,109414,2009-09-08,Proprietary,2011-09-08,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Florida,FL,Broward,MIRAMAR,8910 MIRAMAR PKWY STE 305,33025,30902,SUPREME HOME HEALTH CARE LLC,109437,2009-10-14,Proprietary,2011-10-14,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,GREENACRES,5700 LAKEWORTH RD STE 108,33463,27602,NURSING CARE SERVICES INC,109412,2009-08-25,Proprietary,2011-08-25,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,GREENACRES,4621 LAKE WORTH ROAD,33463,27602,GENOMA HOME HEALTH CARE AGENCY INC,683179,2015-04-02,Proprietary,2015-04-02,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Alachua,GAINESVILLE,7515 SW 24TH AVE,32607,27552,DOCTORS CHOICE HOME CARE,109449,2009-08-28,Proprietary,2011-08-28,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Lake,ALTOONA,110 LODGE TERRACE DR,32702,24952,LAKEVIEW TERRACE HOME HEALTH SERVICES LLC,109382,2009-09-17,Non - Profit Other,2011-09-17,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Seminole,OVIEDO,2041 WEST STATE ROAD 426,32765,32177,HAVEN HOME HEALTHCARE,109384,2009-10-02,Non - Profit Religious,2011-10-02,YES,YES,YES,YES,Worse Than Expected,1.0 - 2.5
United States,Florida,FL,Marion,OCALA,3200 SW 34TH AVE STE 702,34474,31527,PALM GARDEN HOME HEALTH,109444,2009-10-28,Proprietary,2011-10-28,YES,YES,YES,NO,Not Available,
United States,Florida,FL,Marion,OCALA,2201 SE 30TH AVENUE SUITE 301,34474,31527,MUNROE REGIONAL HOMECARE LLC,107009,1966-07-01,Proprietary,1996-07-01,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,DANIA,318 E DANIA BEACH BLVD,33004,26327,BREEZE HEALTH CARE INC,109405,2009-11-08,Proprietary,2011-11-08,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,OAKLAND PARK,2880 W OAKLAND PARK BLVD SUITE 221,33311,31427,SILVER LIGHTNING HOME HEALTH CARE LLC,109471,2009-11-09,Proprietary,2011-11-09,YES,YES,NO,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,OAKLAND PARK,1620 W OAKLAND PARK BLVD STE 203,33311,31427,AGING PARADISE INC,109502,2010-02-16,Proprietary,2012-02-16,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Palm Beach,LAKE CLARKE SHORES,1521 FOREST HILL BLVD STE 3,33406,28802,KAY HEALTH SERVICES LLC,109510,2009-11-20,Proprietary,2011-11-20,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,LAKE CLARKE SHORES,1870 FOREST HILL BLVD STE 101,33406,28802,HEALTHMAX HOME CARE SERVICES INC,687005,2015-09-21,Proprietary,2015-09-21,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Hernando,BROOKSVILLE,16344 CORTEZ BLVD,34601,25652,REHAB MATTERS HOME HEALTH,109503,2009-12-28,Proprietary,2011-12-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Hernando,BROOKSVILLE,217 HOWELL AVE,34601,25652,WEST FLORIDA HEALTH HOME CARE HERNANDO,109787,2012-04-14,Non - Profit Religious,2014-04-14,YES,YES,YES,YES,Better Than Expected,4.5 - 5.0
United States,Florida,FL,Pinellas,SAINT PETERSBURG,5801 49TH ST N STE 200,33709,33477,GREYSTONE HOME HEALTH,109546,2010-01-07,Proprietary,2012-01-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Sarasota,SARASOTA,5741 BEE RIDGE RD STE 400,34223,33577,GREYSTONE HOME HEALTHCARE OF SOUTHWEST FLORIDA,109520,2010-02-12,Proprietary,2012-02-12,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,MARGATE,6047 KIMBERLY BLVD STE Q,33068,29677,SUMMIT NURSING SERVICES INC.,109495,2010-02-17,Proprietary,2012-02-17,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Palm Beach,BOCA RATON,7251 W PALMETTO PARK RD STE 203,33433,25327,K & D HOME HEALTH CARE CORP,109518,2010-03-08,Proprietary,2012-03-08,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Palm Beach,BOCA RATON,7025 BERACASA WAY STE 105 E,33433,25327,HOME HEALTHCARE AUTHORITY INC.,109668,2010-10-29,Proprietary,2012-10-29,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Hillsborough,TAMPA,6911 PISTOL RANGE RD STE 103A,33635,34677,OPTIMA HOME HEALTH INC,109531,2010-03-09,Proprietary,2012-03-09,YES,YES,YES,NO,Not Available,
United States,Florida,FL,Miami-Dade,HOMESTEAD,26845 S DIXIE HWY,33032,28052,CRYSTAL HEART HOME HEALTH CARE INC,109530,2010-05-28,Proprietary,2012-05-28,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Duval,JACKSONVILLE,1460 CASSAT AVE STE A,32205,28202,SUWANNEE MEDICAL PERSONNEL,109537,2010-05-28,Proprietary,2012-05-28,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Seminole,LONGWOOD,1200 W STATE RD 434 STE 112,32750,29552,CENTRAL FLORIDA HOME HEALTH LLC,109535,2010-06-04,Proprietary,2012-06-04,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,St. Lucie,PORT SAINT LUCIE,201 SW PORT ST LUCIE BLVD STE 106,34984,33202,HOSPITAL WITHOUT WALLS OF PORT ST LUCIE INC.,109662,2010-06-05,Proprietary,2012-06-05,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,FORT LAUDERDALE,2699 STIRLING RD STE 106,33312,27152,HAVEN HOME HEALTH CARE OF BROWARD,109556,2010-06-11,Proprietary,2012-06-11,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Broward,MARGATE,6191 W ATLANTIC BLVD STE 7,33063,29652,CONCEPTS IN ELDERCARE,109538,2010-07-01,Proprietary,2012-07-01,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,PEMBROKE LAKES,1601 N PALM AVE  STE 204-B,33026,32527,BLUE SKY HOME HEALTHCARE INC,109559,2010-07-19,Proprietary,2012-07-19,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,NORTH MIAMI BEACH,19501 NE 10TH AVENUE BLDG 1 SUITE C,33179,31327,BREEZE HEALTH CARE INC,109561,2010-08-20,Proprietary,2012-08-20,YES,YES,NO,YES,Not Available,
United States,Florida,FL,Broward,PEMBROKE PARK,3192 HALLANDALE BEACH BLVD UNIT 5,33023,32552,ESTHER'S HOME HEALTH SERVICES INC.,109575,2010-09-02,Proprietary,2012-09-02,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Pinellas,LARGO,11621 SEMINOLE BLVD,33778,29227,NURSE TO YOU HOME HEALTH CARE INC,109569,2010-09-07,Proprietary,2012-09-07,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Duval,JACKSONVILLE,4250 LAKESIDE DR STE 116,32210,28302,AGING TRUE HOME HEALTH,109597,2010-09-15,Proprietary,2012-09-15,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Duval,JACKSONVILLE,1839 LANE AVE S STE 110,32210,28302,ABSOLUTE CARE HOME HEALTH SERVICES LLC,109741,2011-12-14,Proprietary,2013-12-14,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Miami-Dade,MIAMI,1990 NE 163RD ST STE 107,33162,30302,WORLD FIRST CLASS HOME HEALTH INC,109615,2010-10-08,Proprietary,2012-10-08,YES,YES,YES,YES,Not Available,
United States,Florida,FL,Broward,CORAL SPRINGS,5850 CORAL RIDGE DR  STE 105,33076,26227,ACTIVA HOME HEALTH,109628,2010-10-13,Proprietary,2012-10-13,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Nassau,FERNANDINA BEACH,1869 SOUTH 8TH ST STE A,32034,27002,ANGEL WATCH HOME CARE INC,109599,2010-10-16,Proprietary,2012-10-16,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
United States,Florida,FL,Palm Beach,BOCA RATON,6421 CONGRESS AVE STE 201,33487,25377,B & B HOMECARE OF PALM BEACH LLC,109608,2010-10-27,Proprietary,2012-10-27,YES,YES,YES,YES,Same As Expected,3.0 - 4.0
